gene_a	gene_b
DHX9	ODC1
DHX9	PRKCI
DHX9	DDX23
DHX9	DDX20
DHX9	DDX27
DHX9	DDX25
DHX9	WDR74
DHX9	CDKN2AIP
DHX9	PPIL1
DHX9	CWC22
DHX9	MAP3K1
DHX9	BCLAF1
DHX9	NUP214
DHX9	SETDB1
DHX9	LUC7L2
DHX9	ZNF207
DHX9	RPL10
DHX9	PES1
DHX9	SPEN
DHX9	EPB41
DHX9	GLYR1
DHX9	STIL
DHX9	UBA2
DHX9	TP53
DHX9	SHQ1
DHX9	HLTF
DHX9	RPL18A
DHX9	RBM8A
DHX9	THRAP3
DHX9	WBP11
DHX9	MCM7
DHX9	MCM5
DHX9	DHX16
DHX9	DHX15
DHX9	DGCR8
DHX9	TPX2
DHX9	PFAS
DHX9	DDX3X
DHX9	HLA-B
DHX9	DDX5
DHX9	NCAPG2
DHX9	ZWINT
DHX9	CLTC
DHX9	TFE3
DHX9	MYD88
DHX9	NXF1
DHX9	CDC27
DHX9	IPO7
DHX9	IPO5
DHX9	NAP1L1
DHX9	SFPQ
DHX9	ATAD2
DHX9	TP63
DHX9	TNPO1
DHX9	POLDIP3
DHX9	MAPK1
DHX9	CRNKL1
DHX9	NRAS
DHX9	RAD21
DHX9	SNRPN
DHX9	NEK2
DHX9	SNRPA
DHX9	NPM1
DHX9	U2AF1
DHX9	DDX50
DHX9	U2AF2
DHX9	LARP1
DHX9	LARP7
DHX9	FXR1
DHX9	DDX41
DHX9	CTCF
DHX9	ELAVL1
DHX9	ELAVL2
DHX9	CDKN1A
DHX9	NCAPD2
DHX9	BLM
DHX9	PSIP1
DHX9	HTRA1
DHX9	SMC3
DHX9	SMC2
DHX9	SMC4
DHX9	CDC37
DHX9	RIOK2
DHX9	EGFR
DHX9	ANKRD17
DHX9	E2F3
DHX9	RBMX
DHX9	EEF2
DHX9	SF1
DHX9	CBFB
DHX9	URB2
DHX9	CENPJ
DHX9	CENPF
DHX9	ACTB
DHX9	DHX30
DHX9	DHX35
DHX9	DHX36
DHX9	DDX51
DHX9	DDX54
DHX9	DDX55
DHX9	ALYREF
DHX9	TBP
DHX9	NSD3
DHX9	NSD2
DHX9	TCERG1
DHX9	CNBP
DHX9	MYH9
DHX9	RANBP2
DHX9	GNB1
DHX9	RPS3A
DHX9	MCMBP
DHX9	EZH2
DHX9	IQGAP1
DHX9	NOP58
DHX9	LARP4B
DHX9	RB1
DHX9	RPE
DHX9	AURKA
DHX9	VIRMA
DHX9	YWHAE
DHX9	CASC3
DHX9	CUL4B
DHX9	CREBZF
DHX9	BRCA1
DHX9	BRCA2
DHX9	WNK1
DHX9	RTCA
DHX9	XRCC5
DHX9	JUN
DHX9	RBM39
DHX9	PLCB4
DHX9	ESR1
DHX9	PHF6
DHX9	FBXO5
DHX9	KCNA4
DHX9	PPIG
DHX9	HNRNPA2B1
DHX9	CASP3
DHX9	CASP8
DHX9	PICALM
DHX9	PLK1
DHX9	AKT1
DHX9	FLII
DHX9	MYC
DHX9	HTR7
DHX9	DEK
DHX9	PCBP2
DHX9	SMC1A
DHX9	RBM27
DHX9	RBM25
DHX9	ACE
DHX9	HNRNPH3
DHX9	MRPS31
DHX9	PHIP
DHX9	RPS13
DHX9	RPS15
DHX9	NKTR
DHX9	TRMT10C
DHX9	DAZAP1
DHX9	EZR
DHX9	G3BP1
DHX9	G3BP2
DHX9	WRN
DHX9	IWS1
DHX9	C19orf53
DHX9	UBXN7
DHX9	DTL
DHX9	RPS27A
DHX9	EFTUD2
DHX9	HNRNPCL1
DHX9	BRCC3
DHX9	EIF4A1
DHX9	EIF4A2
DHX9	POLQ
DHX9	POLG
DHX9	TAF15
DHX9	FH
DHX9	DCTN1
DHX9	RBM12
DHX9	RBM15
DHX9	ALB
DHX9	PSMD8
DHX9	CTNNB1
DHX9	CNOT1
DHX9	TRIM27
DHX9	ARIH1
DHX9	KPNB1
DHX9	CREB1
DHX9	PRMT5
DHX9	PMPCA
DHX9	PATZ1
DHX9	BRD7
DHX9	IMP4
DHX9	SYNCRIP
DHX9	ZC3H11A
DHX9	PTPN11
DHX9	FUS
DHX9	SPTAN1
DHX9	KHSRP
DHX9	ZWILCH
DHX9	HDAC1
DHX9	HDAC2
DHX9	PIWIL2
DHX9	FANCD2
DHX9	SND1
DHX9	IGF2BP3
DHX9	EP300
DHX9	NAT10
DHX9	USP7
DHX9	ABCB1
DHX9	SUZ12
DHX9	SRSF5
DHX9	SRSF3
DHX9	KAT6B
DHX9	KAT6A
DHX9	PRPF4B
DHX9	SNRNP200
DHX9	MDM2
DHX9	SNRPD3
DHX9	SNRPD2
DHX9	COPB2
DHX9	TNFRSF14
DHX9	EIF5A
DHX9	TRRAP
DHX9	ERBIN
DHX9	PHF5A
DHX9	TFDP1
DHX9	STAT6
DHX9	RPL13A
DHX9	RALYL
DHX9	WDR12
DHX9	PPP2R1A
DHX9	MAP7
DHX9	MRPL18
DHX9	SON
DHX9	NIPBL
DHX9	KMT2D
DHX9	TIA1
DHX9	CSNK2A1
DHX9	PTMA
DHX9	XRN1
DHX9	PABPC1
DHX9	PABPC4
DHX9	EED
DHX9	PIK3R4
DHX9	STAG2
DHX9	TAF1
DHX9	USP10
DHX9	RAD23B
DHX9	SSBP1
DHX9	ABL1
DHX9	DROSHA
DHX9	HNRNPU
DHX9	POLD1
DHX9	HNRNPK
DHX9	HNRNPC
DHX9	HNRNPD
DHX9	DICER1
DHX9	SMU1
DHX9	SMARCE1
DHX9	ELF1
DHX9	CLASP2
NSRP1	CHMP2B
NSRP1	PPIL4
NSRP1	CWC22
NSRP1	EIF3A
NSRP1	PCF11
NSRP1	UBR5
NSRP1	LUC7L2
NSRP1	LARP7
NSRP1	MED1
NSRP1	CCAR1
NSRP1	DHX36
NSRP1	JUN
NSRP1	ERBIN
NSRP1	HNRNPH3
NSRP1	NEDD4
NSRP1	U2SURP
NSRP1	RNF20
NSRP1	TDG
NSRP1	DEK
NSRP1	KTN1
NSRP1	SF3B1
NSRP1	BARD1
NSRP1	HNRNPA2B1
NSRP1	USP16
NSRP1	SPATA5L1
NSRP1	E2F3
NSRP1	WDR75
NUP98	HSPA4
NUP98	PDCD11
NUP98	LEMD3
NUP98	NCBP1
NUP98	SMG1
NUP98	CDC73
NUP98	BUB1B
NUP98	KDM2A
NUP98	DIAPH2
NUP98	WRN
NUP98	IWS1
NUP98	FXR1
NUP98	SMARCD1
NUP98	FUS
NUP98	PTEN
NUP98	BCOR
NUP98	CTCF
NUP98	ELAVL1
NUP98	ATP2A2
NUP98	TTC4
NUP98	ALB
NUP98	PDS5A
NUP98	CELF1
NUP98	PDS5B
NUP98	TCF3
NUP98	EFTUD2
NUP98	AHSA1
NUP98	JAK2
NUP98	NF1
NUP98	CUX1
NUP98	HOXC13
NUP98	RPS6KA3
NUP98	PSIP1
NUP98	CSNK1A1
NUP98	ATAD2
NUP98	UTP20
NUP98	CDC42
NUP98	DNMT1
NUP98	NUP133
NUP98	SMAD4
NUP98	PRKDC
NUP98	NCOA3
NUP98	SMC2
NUP98	SMC4
NUP98	RBM12
NUP98	RBM15
NUP98	ESPL1
NUP98	RGPD3
NUP98	NOL9
NUP98	ALK
NUP98	PBRM1
NUP98	ITCH
NUP98	ZWINT
NUP98	HNF4A
NUP98	MAP2K4
NUP98	CTNNB1
NUP98	DDX10
NUP98	DDX18
NUP98	CLIP1
NUP98	KPNB1
NUP98	HIKESHI
NUP98	PIK3CA
NUP98	TRIP12
NUP98	E2F3
NUP98	PNN
NUP98	WDR74
NUP98	HDAC1
NUP98	AHCTF1
NUP98	IKBKB
NUP98	PES1
NUP98	CDK11A
NUP98	PRPF3
NUP98	RARA
NUP98	EIF3A
NUP98	PCF11
NUP98	DYRK1A
NUP98	RELA
NUP98	TCERG1
NUP98	BAZ1A
NUP98	REV3L
NUP98	TPR
NUP98	PROSER1
NUP98	THOC7
NUP98	THOC6
NUP98	THOC5
NUP98	PSMC3
NUP98	ZC3H11A
NUP98	ZNF143
NUP98	TIAL1
NUP98	APC
NUP98	PTPN11
NUP98	ADNP
NUP98	MED1
NUP98	STAG1
NUP98	SPEN
NUP98	NEK2
NUP98	U2AF1
NUP98	U2AF2
NUP98	ALYREF
NUP98	MLLT10
NUP98	ZWILCH
NUP98	PHAX
NUP98	TBP
NUP98	NSD3
NUP98	NSD2
NUP98	CLK4
NUP98	CREBBP
NUP98	HDAC2
NUP98	CD70
NUP98	RFC4
NUP98	RFC1
NUP98	ATR
NUP98	NDC80
NUP98	ZBTB16
NUP98	DNAJB2
NUP98	NOC2L
NUP98	HNRNPK
NUP98	RANBP2
NUP98	HNRNPA3
NUP98	MTOR
NUP98	EP300
NUP98	NAT10
NUP98	API5
NUP98	RANBP6
NUP98	CDK4
NUP98	MCMBP
NUP98	HOXA9
NUP98	FOXQ1
NUP98	MTERF3
NUP98	MSH2
NUP98	ERCC3
NUP98	SF3B1
NUP98	SF3B3
NUP98	SF3B2
NUP98	EZH2
NUP98	SEC16A
NUP98	RAPGEF3
NUP98	SMARCA1
NUP98	DTL
NUP98	NOP58
NUP98	RB1
NUP98	RRS1
NUP98	MED13
NUP98	VIRMA
NUP98	XPO1
NUP98	CASC3
NUP98	PBX1
NUP98	DDX23
NUP98	CCNB2
NUP98	DDX20
NUP98	ABCF1
NUP98	SRSF2
NUP98	NSUN6
NUP98	KAT6A
NUP98	ADD3
NUP98	PRPF4B
NUP98	CDC37
NUP98	POLR3E
NUP98	IGF2BP3
NUP98	KIF2B
NUP98	SNRNP200
NUP98	MAP3K1
NUP98	BCLAF1
NUP98	EML4
NUP98	DLGAP5
NUP98	CUL7
NUP98	ZNF207
NUP98	BRCA2
NUP98	TRIM28
NUP98	CREB1
NUP98	TRIM23
NUP98	PNKD
NUP98	SETD2
NUP98	SNRPD3
NUP98	SNRPD2
NUP98	RUNX1
NUP98	CNOT1
NUP98	RICTOR
NUP98	XRCC5
NUP98	SRSF5
NUP98	SRSF1
NUP98	SRSF3
NUP98	SRSF9
NUP98	RBM39
NUP98	ODC1
NUP98	TRRAP
NUP98	HERC2
NUP98	UBA2
NUP98	NCAPD2
NUP98	GINS1
NUP98	ESR1
NUP98	HLTF
NUP98	PHF3
NUP98	PPP2R5C
NUP98	RAF1
NUP98	RBM8A
NUP98	NUMA1
NUP98	MARK3
NUP98	WBP11
NUP98	MSH6
NUP98	DDX25
NUP98	USP7
NUP98	LYN
NUP98	NUP50
NUP98	NUP54
NUP98	SON
NUP98	ABCF2
NUP98	MAP2K3
NUP98	FMR1
NUP98	ANKRD17
NUP98	ECT2
NUP98	NIPBL
NUP98	ZCCHC8
NUP98	ELL
NUP98	HNRNPA2B1
NUP98	CENPF
NUP98	MSI2
NUP98	SIK3
NUP98	NUP214
NUP98	BCL6
NUP98	PICALM
NUP98	NADK
NUP98	PLK1
NUP98	DHX16
NUP98	HEATR1
NUP98	TPX2
NUP98	GIGYF2
NUP98	EIF1AX
NUP98	HSP90AB1
NUP98	MYCBP2
NUP98	MYC
NUP98	DDX3X
NUP98	SUZ12
NUP98	UBR5
NUP98	KRAS
NUP98	UBB
NUP98	RNF4
NUP98	PABPC1
NUP98	PHF21A
NUP98	TRAF2
NUP98	DEK
NUP98	FEN1
NUP98	THAP12
NUP98	CHD1
NUP98	ASXL1
NUP98	CHD8
NUP98	CHD4
NUP98	SMC1A
NUP98	NXF1
NUP98	STAG2
NUP98	POLR2D
NUP98	DHX15
NUP98	TAF1
NUP98	CDC27
NUP98	CDC23
NUP98	HOXD13
NUP98	CDC20
NUP98	RBM25
NUP98	IPO7
NUP98	IPO4
NUP98	CSNK2A1
NUP98	SMC3
NUP98	KDM1A
NUP98	RFWD3
NUP98	NEDD4
NUP98	NDEL1
NUP98	ABL1
NUP98	IKZF1
NUP98	NCOR1
NUP98	TNPO2
NUP98	TNPO1
NUP98	UMPS
NUP98	TBK1
NUP98	POLDIP3
NUP98	NPM1
NUP98	HNRNPU
NUP98	DDX17
NUP98	MAPK1
NUP98	KDM6A
NUP98	KNL1
NUP98	PHIP
NUP98	PML
NUP98	HNRNPC
NUP98	HNRNPD
NUP98	HMGA1
NUP98	IPO5
NUP98	SYNE2
NUP98	WAPL
NUP98	DICER1
NUP98	YTHDF2
NUP98	STAT5B
NUP98	BIRC6
NUP98	RPS27
NUP98	EED
NUP98	HSPA1L
NUP98	STAT3
NUP98	NRAS
NUP98	SIN3A
NUP98	NR3C1
NUP98	CLASP2
NUP98	CLASP1
NUP98	RAD21
NUP98	RCC1
XPC	MEN1
XPC	FDXR
XPC	CRBN
XPC	IGF1R
XPC	XPA
XPC	STK4
XPC	CDKN1B
XPC	CDKN1A
XPC	RPS27A
XPC	CHKB
XPC	ATXN3
XPC	POLE
XPC	NCOA4
XPC	DDB2
XPC	PSMD8
XPC	HMGB1
XPC	DDX18
XPC	HNF1A
XPC	PSMC3
XPC	TRIP12
XPC	REV3L
XPC	GATAD1
XPC	STRADA
XPC	MED1
XPC	BAX
XPC	POU5F1
XPC	CLK4
XPC	CREBBP
XPC	HDAC1
XPC	HDAC2
XPC	ATM
XPC	RFC1
XPC	HNRNPU
XPC	ATR
XPC	FANCD2
XPC	HRAS
XPC	FBXW7
XPC	NAT10
XPC	SRCAP
XPC	MSH2
XPC	ERCC3
XPC	ERCC4
XPC	ERCC5
XPC	MSH6
XPC	SF3B2
XPC	EZH1
XPC	SMARCA4
XPC	NOP58
XPC	FYN
XPC	CUL4B
XPC	GOLGB1
XPC	KAT6B
XPC	KAT6A
XPC	BCL2
XPC	GPS1
XPC	DNMT1
XPC	BRCA1
XPC	CREB1
XPC	MDM2
XPC	SETD2
XPC	PTPN14
XPC	COPB2
XPC	GORASP1
XPC	PPM1D
XPC	JUN
XPC	PARP4
XPC	PARP2
XPC	UBA2
XPC	TP53
XPC	UBE2A
XPC	HLTF
XPC	MCRS1
XPC	HSP90AB1
XPC	NUMA1
XPC	RPL13A
XPC	ERCC2
XPC	RPS27
XPC	ERCC6
XPC	USP7
XPC	TDG
XPC	BIRC6
XPC	FOXO1
XPC	NIPBL
XPC	SMARCB1
XPC	TP53BP1
XPC	LDB1
XPC	DDX3X
XPC	PMS1
XPC	UBB
XPC	POC5
XPC	INO80
XPC	CHD1
XPC	CHD2
XPC	CHD4
XPC	CHD8
XPC	HNF4A
XPC	ASCC2
XPC	RAD23B
XPC	ABL1
XPC	NCOR1
XPC	BTG2
XPC	MNAT1
XPC	ZRSR2
XPC	MLH1
XPC	DGKA
XPC	DNMT3B
XPC	PLXNB2
XPC	USP10
XPC	NPM1
XPC	ACTB
XPA	NCBP1
XPA	STK11
XPA	TSC1
XPA	WDR7
XPA	LARP7
XPA	CCND1
XPA	AKAP9
XPA	NTHL1
XPA	CTCF
XPA	CDKN1A
XPA	RPS27A
XPA	XPO1
XPA	GTF2B
XPA	PRKDC
XPA	ZNF830
XPA	POLE
XPA	DDB2
XPA	HMGB1
XPA	BRCA2
XPA	DCLRE1A
XPA	DMXL1
XPA	ARAF
XPA	EIF3E
XPA	RFC4
XPA	REV3L
XPA	SYF2
XPA	SMARCE1
XPA	SHPRH
XPA	DDX58
XPA	ATM
XPA	RFC1
XPA	CNBP
XPA	ATR
XPA	BRIP1
XPA	POLD1
XPA	FANCG
XPA	FANCF
XPA	RAB14
XPA	FBXW7
XPA	EP300
XPA	RANBP6
XPA	GRSF1
XPA	MSH2
XPA	ERCC3
XPA	ERCC4
XPA	ERCC5
XPA	ERCC6
XPA	USP7
XPA	SMARCA1
XPA	CTCFL
XPA	RB1
XPA	AURKA
XPA	CUL4B
XPA	MNAT1
XPA	TRIM27
XPA	XRCC5
XPA	DCTD
XPA	JUN
XPA	CHEK2
XPA	PARP2
XPA	HERC2
XPA	PTPN2
XPA	UBE2A
XPA	PHF3
XPA	ERCC2
XPA	MSH3
XPA	MSH6
XPA	ESR1
XPA	COX7C
XPA	BMPR1A
XPA	MLLT3
XPA	MLH3
XPA	AKT1
XPA	SMAD2
XPA	MGMT
XPA	PMS1
XPA	PMS2
XPA	UBB
XPA	DEK
XPA	CHD9
XPA	POLR2D
XPA	TAF1
XPA	HNF4A
XPA	RAD23B
XPA	MUTYH
XPA	ABL1
XPA	TBC1D7
XPA	DLC1
XPA	SRC
XPA	NDUFA5
XPA	NRAS
XPA	MLH1
XPA	GLI3
XPA	NDEL1
XPA	ATF1
RAB40A	ASB15
RAB40A	ASB9
RAB40A	HSP90AB1
RAB40A	KRAS
RAB40A	RIT2
RAB40A	RIT1
RAB40A	RRAS
RAB40A	LRRK2
RAB40A	RAB11A
RAB40A	MRAS
RAB40A	RHOH
RAB40A	ELOC
RAB40A	RRAD
RAB40A	RAB14
RAB40A	PHLPP1
RAB40A	CDC42
RAB40A	RAC1
RAB40A	ACTL6B
COL7A1	TRAPPC2L
COL7A1	MOV10
COL7A1	COL11A1
COL7A1	JUN
COL7A1	PTK2B
COL7A1	FBLN1
COL7A1	ALS2CL
COL7A1	DSC3
COL7A1	INHBA
COL7A1	CBFB
COL7A1	COL28A1
COL7A1	PER1
COL7A1	LRP1
COL7A1	ACTB
COL7A1	LZTR1
COL7A1	ITGA4
COL7A1	LAMB1
COL7A1	SEC16A
COL7A1	TGFA
COL7A1	SHKBP1
COL7A1	NBL1
COL7A1	THBS2
COL7A1	THBS1
COL7A1	PLCH2
COL7A1	NXF1
COL7A1	TRO
COL7A1	TLL1
COL7A1	TLL2
COL7A1	COL6A3
COL7A1	COL4A2
COL7A1	LAMC1
COL7A1	FGF2
COL7A1	COL22A1
COL7A1	PLEC
COL7A1	COL3A1
COL7A1	ITGAE
COL7A1	COL12A1
COL7A1	PDGFRB
COL7A1	SMAD6
COL7A1	SPHK1
COL7A1	SMO
COL7A1	PTK2
COL7A1	PAPLN
COL7A1	COL2A1
COL7A1	LUM
COL7A1	FLT1
COL7A1	COL4A1
COL7A1	AREG
COL7A1	CNKSR1
COL7A1	ITGB7
COL7A1	NFKB2
COL7A1	GORASP1
COL7A1	HSPG2
COL7A1	COL25A1
COL7A1	COL9A2
COL7A1	COL5A1
COL7A1	F5
COL7A1	PKD1
COL7A1	PDGFB
COL7A1	COL1A2
COL7A1	COL1A1
COL7A1	COL21A1
COL7A1	VCAN
COL7A1	INSR
COL7A1	LAMA3
COL7A1	ITGAV
COL7A1	SMAD4
COL7A1	ELN
COL7A1	WDTC1
COL7A1	MYOD1
COL7A1	TFAP2A
COL7A1	FYN
COL7A1	EGFR
COL7A1	NFKBIA
COL7A1	LTBP2
COL7A1	SERPINA1
COL7A1	SMAD3
COL7A1	GOLGA2
COL7A1	TNC
COL7A1	FLNA
COL7A1	F8
COL7A1	COL5A3
COL7A1	TTLL5
COL7A1	COL14A1
COL7A1	POU2F2
COL7A1	COL6A6
OR52I2	GNB1
OR52I2	GNG7
OR52I2	PRKACA
ATP2A2	TAP1
ATP2A2	HSPA4
ATP2A2	LEMD3
ATP2A2	SDF4
ATP2A2	DERL1
ATP2A2	PIK3CB
ATP2A2	CLASP1
ATP2A2	LARP1
ATP2A2	FXR1
ATP2A2	YBX3
ATP2A2	CDKN1A
ATP2A2	NXF1
ATP2A2	TTK
ATP2A2	AHSA1
ATP2A2	PDLIM5
ATP2A2	SNRNP200
ATP2A2	ABCF2
ATP2A2	DST
ATP2A2	DLG3
ATP2A2	CSNK1A1
ATP2A2	FLNA
ATP2A2	SOAT1
ATP2A2	NUP133
ATP2A2	PPP2R1A
ATP2A2	SMAD4
ATP2A2	PRKDC
ATP2A2	FH
ATP2A2	CYFIP1
ATP2A2	NCSTN
ATP2A2	SMC4
ATP2A2	CDC37
ATP2A2	S100A1
ATP2A2	EGFR
ATP2A2	PRKAR1A
ATP2A2	SDHA
ATP2A2	ALB
ATP2A2	CDC42
ATP2A2	CTNNB1
ATP2A2	DDX17
ATP2A2	SPTBN4
ATP2A2	MYOD1
ATP2A2	ATP13A4
ATP2A2	CLIP1
ATP2A2	ATP6V1B2
ATP2A2	ARIH1
ATP2A2	RTN4
ATP2A2	MDC1
ATP2A2	CA10
ATP2A2	IPO7
ATP2A2	E2F3
ATP2A2	CALR
ATP2A2	PIK3C2A
ATP2A2	ANK2
ATP2A2	EEF2
ATP2A2	PTK2B
ATP2A2	LRRC47
ATP2A2	TRPM3
ATP2A2	EIF3A
ATP2A2	TSC22D1
ATP2A2	TBL2
ATP2A2	SYNCRIP
ATP2A2	PDXDC1
ATP2A2	TMTC3
ATP2A2	ACTB
ATP2A2	ADNP
ATP2A2	FUBP1
ATP2A2	TBR1
ATP2A2	YTHDF2
ATP2A2	DHX30
ATP2A2	VANGL1
ATP2A2	RAB11A
ATP2A2	TPTE
ATP2A2	KPNB1
ATP2A2	CTCF
ATP2A2	NAT10
ATP2A2	TCERG1
ATP2A2	ATR
ATP2A2	ELOC
ATP2A2	TRIP12
ATP2A2	ELAVL1
ATP2A2	MYH2
ATP2A2	DNAJB9
ATP2A2	MYH7
ATP2A2	MYH4
ATP2A2	MYH9
ATP2A2	TPM3
ATP2A2	MAPK1
ATP2A2	RANBP9
ATP2A2	GNA11
ATP2A2	RAB14
ATP2A2	RANBP2
ATP2A2	ATP6V0B
ATP2A2	LARP4B
ATP2A2	RRS1
ATP2A2	GNB1
ATP2A2	TMEM147
ATP2A2	IRS1
ATP2A2	IRS2
ATP2A2	GRSF1
ATP2A2	MSH2
ATP2A2	EZH2
ATP2A2	SLIRP
ATP2A2	SKI
ATP2A2	PFKP
ATP2A2	XPO1
ATP2A2	RAC1
ATP2A2	PRKCB
ATP2A2	PPP3CA
ATP2A2	CTNNA1
ATP2A2	CCNB2
ATP2A2	ATP1A1
ATP2A2	SRSF2
ATP2A2	NOTCH1
ATP2A2	HNRNPA3
ATP2A2	NOTCH3
ATP2A2	ACTG1
ATP2A2	JUN
ATP2A2	ATP2C2
ATP2A2	CACNA1H
ATP2A2	CACNA1A
ATP2A2	CACNA1C
ATP2A2	CACNA1D
ATP2A2	CUL7
ATP2A2	CUL3
ATP2A2	ERBB2
ATP2A2	ZNF207
ATP2A2	IDH2
ATP2A2	CLCN7
ATP2A2	PRMT5
ATP2A2	MDM2
ATP2A2	FGFR2
ATP2A2	RNF185
ATP2A2	PTPN11
ATP2A2	MYLK
ATP2A2	TCF7L2
ATP2A2	SPEN
ATP2A2	COPB2
ATP2A2	HIF1A
ATP2A2	MET
ATP2A2	SRSF1
ATP2A2	SRSF9
ATP2A2	TRPM2
ATP2A2	UMPS
ATP2A2	EPHB4
ATP2A2	HNRNPC
ATP2A2	TRRAP
ATP2A2	CDK11A
ATP2A2	SFPQ
ATP2A2	PHKA2
ATP2A2	TP53
ATP2A2	GNAQ
ATP2A2	ERBIN
ATP2A2	CAMKK2
ATP2A2	TFDP1
ATP2A2	PTDSS1
ATP2A2	PES1
ATP2A2	CTNND1
ATP2A2	KTN1
ATP2A2	CTDNEP1
ATP2A2	TRPM1
ATP2A2	FLII
ATP2A2	NDUFA5
ATP2A2	PICALM
ATP2A2	MSH6
ATP2A2	TNFRSF1B
ATP2A2	USP7
ATP2A2	MARK3
ATP2A2	MYL12A
ATP2A2	EIF2AK3
ATP2A2	RHEB
ATP2A2	CSNK2B
ATP2A2	STIM1
ATP2A2	LDHAL6A
ATP2A2	BMPR1A
ATP2A2	MAP2K1
ATP2A2	DDIT3
ATP2A2	ANKRD17
ATP2A2	ECT2
ATP2A2	WASF3
ATP2A2	HNRNPA2B1
ATP2A2	XBP1
ATP2A2	ALDOA
ATP2A2	TRPV6
ATP2A2	CASP3
ATP2A2	EIF4A1
ATP2A2	PDK2
ATP2A2	OPRD1
ATP2A2	BCL2
ATP2A2	AKT1
ATP2A2	DHX15
ATP2A2	CANX
ATP2A2	POLQ
ATP2A2	NTRK1
ATP2A2	HSP90AB1
ATP2A2	UBR5
ATP2A2	MYC
ATP2A2	GOT1
ATP2A2	STAT3
ATP2A2	DDX3X
ATP2A2	SUZ12
ATP2A2	ATP2B3
ATP2A2	SND1
ATP2A2	C6orf62
ATP2A2	ATP8B1
ATP2A2	YWHAE
ATP2A2	PABPC1
ATP2A2	PABPC4
ATP2A2	FEN1
ATP2A2	CLTC
ATP2A2	MAPKAPK5
ATP2A2	PNPLA8
ATP2A2	TLR2
ATP2A2	LRRK2
ATP2A2	DDX5
ATP2A2	TUBA1C
ATP2A2	DDX6
ATP2A2	MYO18B
ATP2A2	PCBP1
ATP2A2	PDHB
ATP2A2	OS9
ATP2A2	ITPR3
ATP2A2	RHOA
ATP2A2	KDELR1
ATP2A2	USP10
ATP2A2	RBM25
ATP2A2	TRPC6
ATP2A2	IPO5
ATP2A2	CSNK2A1
ATP2A2	TMX3
ATP2A2	NEB
ATP2A2	EPHA2
ATP2A2	CACNA1B
ATP2A2	ABL1
ATP2A2	HNRNPU
ATP2A2	HNRNPK
ATP2A2	SPTAN1
ATP2A2	TMEM30A
ATP2A2	HNRNPD
ATP2A2	TRAK1
ATP2A2	NPM1
ATP2A2	DIS3
ATP2A2	NOTCH4
ATP2A2	PRKACA
ATP2A2	HAX1
ATP2A2	NOTCH2
ATP2A2	HSPA1L
ATP2A2	ATP4A
ATP2A2	KCNK1
ATP2A2	RYR1
ATP2A2	TRAF6
ATP2A2	PDIA4
ATP2A2	TNF
ATP2A2	WBP11
ATP2A2	SSBP1
ATP2A2	CLTCL1
ATP2A2	TLR9
ATP2A2	G3BP1
ATP2A2	G3BP2
ATP2A2	SDHB
ITGA4	ACTG1
ITGA4	PIK3CA
ITGA4	GPR183
ITGA4	PIK3CG
ITGA4	ATXN3
ITGA4	PCBP2
ITGA4	LARP1
ITGA4	PCBP1
ITGA4	PHF3
ITGA4	GATA3
ITGA4	CD1D
ITGA4	COL3A1
ITGA4	XPO1
ITGA4	HEATR1
ITGA4	EFTUD2
ITGA4	JAK2
ITGA4	COL4A2
ITGA4	COL4A1
ITGA4	TMX3
ITGA4	RPS6KA3
ITGA4	ITGAV
ITGA4	RHOH
ITGA4	FLNA
ITGA4	VWF
ITGA4	CDC42
ITGA4	ITGAE
ITGA4	ATXN1
ITGA4	PRKDC
ITGA4	COL2A1
ITGA4	RHOA
ITGA4	NCOA2
ITGA4	HMGB1
ITGA4	MAPK1
ITGA4	LAMA2
ITGA4	LAMA3
ITGA4	LAMA4
ITGA4	SH2B3
ITGA4	LEF1
ITGA4	CTSS
ITGA4	IL2RG
ITGA4	AFDN
ITGA4	NTN4
ITGA4	PBRM1
ITGA4	EEF1A1
ITGA4	PLCG2
ITGA4	DDX17
ITGA4	DPYD
ITGA4	CXCR4
ITGA4	ITGB7
ITGA4	KPNB1
ITGA4	NRP1
ITGA4	RBMX
ITGA4	RPL10
ITGA4	EWSR1
ITGA4	EEF2
ITGA4	TUBA1C
ITGA4	COL11A1
ITGA4	IKBKB
ITGA4	PTK2B
ITGA4	RPL22
ITGA4	ARHGEF6
ITGA4	EIF3A
ITGA4	RELN
ITGA4	DYRK1A
ITGA4	ATM
ITGA4	TPR
ITGA4	PROM1
ITGA4	NIN
ITGA4	HNRNPDL
ITGA4	SYNCRIP
ITGA4	PABPC4
ITGA4	CYLD
ITGA4	ELK4
ITGA4	APC
ITGA4	ACTB
ITGA4	FUBP3
ITGA4	FUBP1
ITGA4	LAMB1
ITGA4	KHSRP
ITGA4	TRAF3IP3
ITGA4	TCF3
ITGA4	ALYREF
ITGA4	RAG1
ITGA4	RIPOR2
ITGA4	IRF8
ITGA4	MEF2C
ITGA4	BTK
ITGA4	PDGFRB
ITGA4	MYH9
ITGA4	PI4KA
ITGA4	TCERG1
ITGA4	CNBP
ITGA4	ATR
ITGA4	FLT4
ITGA4	LUM
ITGA4	MYH2
ITGA4	SKP2
ITGA4	BTLA
ITGA4	CSF1R
ITGA4	RPS27A
ITGA4	HNRNPA3
ITGA4	TET2
ITGA4	COL5A3
